sex,birth,family,education,job,rich,religion,voting,politics,x,y,location
Чоловіча,1991,Інше,Повна вища освіта,Продажі та послуги,15 000 - 25 000,Православ'я,Радикальна партія Олега Ляшка,Трохи цікавлюсь,-0.48,-0.35,Kyiv
Чоловіча,1981,У шлюбі,Кандидат/доктор наук,Наука та дослідження,15 000 - 25 000,Не маю релігійної приналежності,Блок Петра Порошенка,Цікавлюсь,0.13,-0.18,Donetsk
Жіноча,1980,У шлюбі,Середня освіта,Домогосподарка,10 000 - 15 000,Інше,Інша партія,Дуже цікавлюсь,0.03,-0.4,not_defined
Жіноча,1950,Інше,Інше,IT-сфера,< 3 000,Інше,Складно відповісти,,0.03,0.1,Kyiv
Чоловіча,1985,У шлюбі,Середня освіта,На пенсії,3 000 - 6 000,Католицизм,Інша партія,Дуже цікавлюсь,-0.20,0.23,not_defined
Чоловіча,1992,Неодружений/незаміжня,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",< 3 000,Інше,Інша партія,Цікавлюсь,-0.10,-0.68,Ternopil
Чоловіча,1976,У шлюбі,Кандидат/доктор наук,"Освіта, юриспруденція, громадські та державні послуги",6 000 - 10 000,Католицизм,Блок Петра Порошенка,Цікавлюсь,0.08,-0.33,Ternopil
Чоловіча,1983,У шлюбі,Кандидат/доктор наук,"Освіта, юриспруденція, громадські та державні послуги",< 3 000,Православ'я,Я не голосував,Цікавлюсь,-0.08,-0.48,not_defined
Чоловіча,1994,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Православ'я,Я не голосував,Цікавлюсь,-0.15,-0.15,Lviv
Чоловіча,1995,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Православ'я,Я не голосував,Цікавлюсь,-0.30,0.2,Lviv
Чоловіча,1976,У шлюбі,Повна вища освіта,IT-сфера,10 000 - 15 000,Православ'я,Інша партія,Цікавлюсь,0.15,0.2,Ternopil
Чоловіча,1989,Неодружений/незаміжня,Неповна вища освіта,IT-сфера,3 000 - 6 000,,Блок Петра Порошенка,Трохи цікавлюсь,-0.28,0.03,Ternopil
Жіноча,,У розлученні,Повна вища освіта,Інше,,,,Зовсім не цікавлюсь,-0.30,-0.13,not_defined
Чоловіча,,У шлюбі,Повна вища освіта,На пенсії,15 000 - 25 000,Не маю релігійної приналежності,Самопоміч,Цікавлюсь,0.18,-0.38,not_defined
Чоловіча,2000,Неодружений/незаміжня,Середня освіта,Студент,,Католицизм,Я не голосував,Трохи цікавлюсь,0.23,-0.23,Ternopil
Жіноча,2002,Неодружений/незаміжня,Середня освіта,На пенсії,,Православ'я,Я не голосував,Трохи цікавлюсь,-0.30,0.03,not_defined
Жіноча,1994,Неодружений/незаміжня,Неповна вища освіта,IT-сфера,< 3 000,Католицизм,Складно відповісти,Цікавлюсь,-0.23,0.05,Ternopil
Жіноча,1981,У шлюбі,Повна вища освіта,"Торгівля, транспорт і логістика",3 000 - 6 000,Католицизм,Самопоміч,Трохи цікавлюсь,-0.20,-0.1,Ternopil
Чоловіча,1962,У шлюбі,Повна вища освіта,На пенсії,3 000 - 6 000,Православ'я,Самопоміч,Трохи цікавлюсь,-0.25,-0.2,Ternopil
Жіноча,1987,У шлюбі,Інше,"Мистецтво, культура, відпочинок і спорт",< 3 000,Католицизм,Самопоміч,Цікавлюсь,-0.20,0.33,not_defined
Жіноча,1995,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Інше,,Трохи цікавлюсь,-0.38,0.13,not_defined
Чоловіча,1992,Неодружений/незаміжня,Повна вища освіта,IT-сфера,15 000 - 25 000,Православ'я,Блок Петра Порошенка,Трохи цікавлюсь,-0.13,0.2,Ternopil
Жіноча,,У шлюбі,Повна вища освіта,Управлінський персонал,15 000 - 25 000,Католицизм,Інша партія,Трохи цікавлюсь,0.05,-0.1,not_defined
Чоловіча,1992,Неодружений/незаміжня,Повна вища освіта,Управлінський персонал,3 000 - 6 000,Православ'я,Інша партія,Цікавлюсь,0.03,-0.15,Ternopil
Чоловіча,1985,Неодружений/незаміжня,Повна вища освіта,IT-сфера,10 000 - 15 000,Не маю релігійної приналежності,Самопоміч,Дуже цікавлюсь,-0.08,-0.7,Ternopil
Чоловіча,1980,У шлюбі,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",6 000 - 10 000,Православ'я,Самопоміч,Цікавлюсь,0.10,-0.3,Ternopil
Чоловіча,1994,,,На пенсії,,,,,-0.50,-0.63,Ternopil
Жіноча,1965,У шлюбі,Кандидат/доктор наук,"Освіта, юриспруденція, громадські та державні послуги",< 3 000,Православ'я,Блок Петра Порошенка,Цікавлюсь,-0.05,-0.35,Ternopil
Чоловіча,1980,У шлюбі,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",10 000 - 15 000,Не маю релігійної приналежності,Складно відповісти,Трохи цікавлюсь,-0.15,-0.65,not_defined
Чоловіча,1980,У шлюбі,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",10 000 - 15 000,Не маю релігійної приналежності,Складно відповісти,Трохи цікавлюсь,-0.40,-0.55,not_defined
Жіноча,1982,Неодружений/незаміжня,Повна вища освіта,"Освіта, юриспруденція, громадські та державні послуги",< 3 000,Православ'я,Складно відповісти,Цікавлюсь,0.08,0.33,Ternopil
Жіноча,1985,Неодружений/незаміжня,Повна вища освіта,На пенсії,3 000 - 6 000,Католицизм,Складно відповісти,Трохи цікавлюсь,-0.25,-0.35,Ternopil
Чоловіча,1996,Неодружений/незаміжня,Неповна вища освіта,Студент,< 3 000,Інше,Складно відповісти,Трохи цікавлюсь,-0.43,-0.28,not_defined
Чоловіча,1988,Неодружений/незаміжня,Повна вища освіта,Виробництво,3 000 - 6 000,Не маю релігійної приналежності,Інша партія,Цікавлюсь,-0.38,-0.63,Ternopil
Чоловіча,1983,У шлюбі,Повна вища освіта,"Бізнес, фінанси та управління",,Католицизм,Я не голосував,Трохи цікавлюсь,0.10,0.3,Ternopil
Чоловіча,1972,У шлюбі,Повна вища освіта,"Мистецтво, культура, відпочинок і спорт",6 000 - 10 000,Не маю релігійної приналежності,Я не голосував,Трохи цікавлюсь,0.30,-0.33,Ternopil
