index,name,actives,date,credits_all,deposits_all,income,owner,group.x,group.y,status,rating,groups,y
202,АЛЬПАРІ,149945,1072014,31942,17432,7223,"Анатолій Дубінський 
(ТОВ Юридична компанія Швидка правова допомога)",4,russia,NA,238,4,136
203,АЛЬПАРІ,122441,1072013,0,0,847,"Анатолій Дубінський (ТОВ 
Юридична компанія Швидка правова допомога)",4,russia,NA,238,4,136
204,АЛЬПАРІ,122171,1012013,0,0,135,"Анатолій Дубінський (ТОВ 
Юридична компанія Швидка правова допомога)",4,russia,NA,238,4,136
205,АЛЬФА-БАНК,27942205,1072012,17862358,12852011,72829,"Альфа Груп 
(Росія) (формально ABH Ukraine Limited, Кіпр)",1,russia,NA,10,2,159
206,АЛЬФА-БАНК,35259537,1072014,22905367,16846183,1073,"Альфа Груп 
(Росія) (формально ABH Ukraine Limited, Кіпр)",1,russia,NA,10,2,159
207,АЛЬФА-БАНК,25588815,1012013,17211188,14376414,16839,"Альфа Груп 
(Росія) (формально ABH Ukraine Limited, Кіпр)",1,russia,NA,10,2,159
208,АЛЬФА-БАНК,27166503,1072010,23842878,8487188,551,"Альфа Груп 
(Росія) (формально ABH Ukraine Limited, Кіпр)",1,russia,NA,10,2,159
209,АЛЬФА-БАНК,26594816,1012011,22907595,9653258,1012,"Альфа Груп 
(Росія) (формально ABH Ukraine Limited, Кіпр)",1,russia,NA,10,2,159
210,АЛЬФА-БАНК,28786233,1072011,24432102,11601652,7290,"Альфа Груп 
(Росія) (формально ABH Ukraine Limited, Кіпр)",1,russia,NA,10,2,159
211,АЛЬФА-БАНК,29293387.45,1012014,20228133.5,15831175,107464,"Альфа
 Груп (Росія) (формально ABH Ukraine Limited, 
Кіпр)",1,russia,NA,10,2,159
212,АЛЬФА-БАНК,27964574,1012012,23399028,12174028,17454,"Альфа Груп 
(Росія) (формально ABH Ukraine Limited, Кіпр)",1,russia,NA,10,2,159
213,АЛЬФА-БАНК,28693564,1012010,25314435,7420927,-348405,"Альфа Груп
 (Росія) (формально ABH Ukraine Limited, Кіпр)",1,russia,NA,10,2,159
214,АЛЬФА-БАНК,32310096,1012009,28037193,19148005,158262,"Альфа Груп
 (Росія) (формально ABH Ukraine Limited, Кіпр)",1,russia,NA,10,2,159
215,АЛЬФА-БАНК,29633590,1072013,19004286,15761281,59814,"Альфа Груп 
(Росія) (формально ABH Ukraine Limited, Кіпр)",1,russia,NA,10,2,159
216,АЛЬФА-БАНК,32382526,1072009,30375740,10841472,-192818,"Альфа 
Груп (Росія) (формально ABH Ukraine Limited, 
Кіпр)",1,russia,NA,10,2,159
217,АЛЬЯНС,136205,1012013,57943,8224,27,"Сергій 
Башлаков",4,ukraine,NA,229,3,11
218,АЛЬЯНС,92837,1012011,52602,25823,51,"Сергій 
Башлаков",4,ukraine,NA,229,3,11
219,АЛЬЯНС,82057,1072010,53085,26495,28,"Сергій 
Башлаков",4,ukraine,NA,229,3,11
220,АЛЬЯНС,70866,1012009,50543,16220,2113,"Сергій 
Башлаков",4,ukraine,NA,229,3,11
221,АЛЬЯНС,89949,1072011,69287,16988,25,"Сергій 
Башлаков",4,ukraine,NA,229,3,11
222,АЛЬЯНС,71195,1012010,44898,18923,169,"Сергій 
Башлаков",4,ukraine,NA,229,3,11
223,АЛЬЯНС,148855,1072013,121562,18372,185,"Сергій 
Башлаков",4,ukraine,NA,229,3,11
224,АЛЬЯНС,70409,1072009,48723,17949,126,"Сергій 
Башлаков",4,ukraine,NA,229,3,11
225,АЛЬЯНС,135273,1012012,95582,8172,29,"Сергій 
Башлаков",4,ukraine,NA,229,3,11
226,АЛЬЯНС,88150,1072012,76749,11366,1,"Сергій 
Башлаков",4,ukraine,NA,229,3,11
227,АЛЬЯНС,760114,1072014,476492,409900,1603,"Сергій 
Башлаков",4,ukraine,NA,229,3,11
228,АЛЬЯНС,181625.64,1012014,124920.83,31015,16991,"Сергій 
Башлаков",4,ukraine,NA,229,3,11
229,АПЕКС-БАНК,819875,1072011,259214,149423,1240,"Євген 
Кузнєцов",4,family,NA,146,6,23
230,АПЕКС-БАНК,753995,1072014,473602,263631,10857,"Євген 
Кузнєцов",4,family,NA,146,6,23
231,АПЕКС-БАНК,1045230,1072012,280830,165606,2484,"Євген 
Кузнєцов",4,family,NA,146,6,23
232,АПЕКС-БАНК,121054,1012010,0,1125,-99,"Євген 
Кузнєцов",4,family,NA,146,6,23
233,АПЕКС-БАНК,772339,1012013,428223,205338,6591,"Євген 
Кузнєцов",4,family,NA,146,6,23
234,АПЕКС-БАНК,1287885,1012012,297503,115832,8175,"Євген 
Кузнєцов",4,family,NA,146,6,23
235,АПЕКС-БАНК,384183,1072010,133525,53867,633,"Євген 
Кузнєцов",4,family,NA,146,6,23
236,АПЕКС-БАНК,765569,1012011,265876,183196,1809,"Євген 
Кузнєцов",4,family,NA,146,6,23
237,АПЕКС-БАНК,833921,1072013,438001,229773,5149,"Євген 
Кузнєцов",4,family,NA,146,6,23
238,АПЕКС-БАНК,1272314.54,1012014,408380.15,350704,9142,"Євген 
Кузнєцов",4,family,NA,146,6,23
239,АРКАДА,1450703,1072010,1154727,767997,7635,"Костянтин Паливода, 
родина Володимира Поляченка",4,ukraine,NA,96,2,93
240,АРКАДА,2360707,1072014,2027811,1653195,1617,"Костянтин Паливода,
 родина Володимира Поляченка",4,ukraine,NA,96,2,93
241,АРКАДА,1646953,1072012,1353712,915999,2339,"Костянтин Паливода, 
родина Володимира Поляченка",4,ukraine,NA,96,2,93
242,АРКАДА,1379893,1012010,1111905,506116,7726,"Костянтин Паливода, 
родина Володимира Поляченка",4,ukraine,NA,96,2,93
243,АРКАДА,1273329,1012009,922554,715454,15795,"Костянтин Паливода, 
родина Володимира Поляченка",4,ukraine,NA,96,2,93
244,АРКАДА,1546312,1012012,1381941,828024,26,"Костянтин Паливода, 
родина Володимира Поляченка",4,ukraine,NA,96,2,93
245,АРКАДА,1530377,1072011,1307180,941201,1571,"Костянтин Паливода, 
родина Володимира Поляченка",4,ukraine,NA,96,2,93
246,АРКАДА,1822151,1072013,1563444,1104349,3792,"Костянтин Паливода,
 родина Володимира Поляченка",4,ukraine,NA,96,2,93
247,АРКАДА,2095932.86,1012014,1780715.69,1384803,425,"Костянтин 
Паливода, родина Володимира Поляченка",4,ukraine,NA,96,2,93
248,АРКАДА,1706463,1012013,1432331,975498,4783,"Костянтин Паливода, 
родина Володимира Поляченка",4,ukraine,NA,96,2,93
249,АРКАДА,1255729,1072009,979380,480003,5966,"Костянтин Паливода, 
родина Володимира Поляченка",4,ukraine,NA,96,2,93
250,АРКАДА,1470517,1012011,1242994,829254,5338,"Костянтин Паливода, 
родина Володимира Поляченка",4,ukraine,NA,96,2,93
251,АРМА,468093,1072009,437099,370239,-45186,ліквідовано,4,liquidated,insolvent,192,5,237
252,АРМА,122387,1012010,403097,304029,-348648,ліквідовано,4,liquidated,insolvent,192,5,237
253,АРМА,689317,1012009,456954,405789,4364,ліквідовано,4,liquidated,insolvent,192,5,237
254,АРТЕМ-БАНК,323871,1012013,103427,109243,2050,"Борис
 Лемпер (Ізраїль)",4,world,NA,181,2,204
255,АРТЕМ-БАНК,587410,1072009,284939,329912,-7650,"Борис Лемпер 
(Ізраїль)",4,world,NA,181,2,204
256,АРТЕМ-БАНК,474515,1072014,236391,222116,2082,"Борис Лемпер 
(Ізраїль)",4,world,NA,181,2,204
257,АРТЕМ-БАНК,367513,1012012,138316,131946,1078,"Борис Лемпер 
(Ізраїль)",4,world,NA,181,2,204
258,АРТЕМ-БАНК,550383,1012011,183477,267582,430,"Борис Лемпер 
(Ізраїль)",4,world,NA,181,2,204
259,АРТЕМ-БАНК,450600,1072011,176694,193242,734,"Борис Лемпер 
(Ізраїль)",4,world,NA,181,2,204
260,АРТЕМ-БАНК,511299,1072010,228609,267762,3583,"Борис Лемпер 
(Ізраїль)",4,world,NA,181,2,204
261,АРТЕМ-БАНК,353651,1072013,126334,164798,612,"Борис Лемпер 
(Ізраїль)",4,world,NA,181,2,204
262,АРТЕМ-БАНК,543079,1012010,253582,313040,-6132,"Борис Лемпер 
(Ізраїль)",4,world,NA,181,2,204
263,АРТЕМ-БАНК,435934.97,1012014,213693.07,178426,900,"Борис Лемпер 
(Ізраїль)",4,world,NA,181,2,204
264,АРТЕМ-БАНК,608934,1012009,291516,457062,5849,"Борис Лемпер 
(Ізраїль)",4,world,NA,181,2,204
265,АРТЕМ-БАНК,416658,1072012,88223,139551,1038,"Борис Лемпер 
(Ізраїль)",4,world,NA,181,2,204
266,АСВІО,471650,1072014,382731,285612,384,"Роман Ярошенко, депутат 
Київради",4,regionals,NA,184,4,144
267,АСВІО,476914,1072012,349969,270226,645,"Роман Ярошенко, депутат 
Київради",4,regionals,NA,184,4,144
268,АСВІО,453513,1012012,370643,296730,1345,"Роман Ярошенко, депутат
 Київради",4,regionals,NA,184,4,144
269,АСВІО,481103,1072013,359324,275732,548,"Роман Ярошенко, депутат 
Київради",4,regionals,NA,184,4,144
270,АСВІО,401304,1072010,349880,323042,1051,"Роман Ярошенко, депутат
 Київради",4,regionals,NA,184,4,144
271,АСВІО,477296,1072011,402697,353424,410,"Роман Ярошенко, депутат 
Київради",4,regionals,NA,184,4,144
272,АСВІО,449062,1012013,318011,233414,1718,"Роман Ярошенко, депутат
 Київради",4,regionals,NA,184,4,144
273,АСВІО,409961,1012011,338084,276670,2369,"Роман Ярошенко, депутат
 Київради",4,regionals,NA,184,4,144
274,АСВІО,474566.3,1012014,368083.97,267773,1909,"Роман Ярошенко, 
депутат Київради",4,regionals,NA,184,4,144
275,АСТРА,1757583,1072012,968314,561980,16351,"Микола 
Лагун",4,ukraine,NA,102,2,242
276,АСТРА,1462251,1072010,638253,374763,4830,"Микола 
Лагун",4,ukraine,NA,102,2,242
277,АСТРА,1010364.34,1012014,45613.76,207118,30412,"Микола 
Лагун",4,ukraine,NA,102,2,242
278,АСТРА,1572140,1072011,776803,364496,10749,"Микола 
Лагун",4,ukraine,NA,102,2,242
279,АСТРА,181079,1072014,203,4809,5296,"Микола 
Лагун",4,ukraine,NA,102,2,242
280,АСТРА,1505470,1012010,702146,374255,3536,"Микола 
Лагун",4,ukraine,NA,102,2,242
281,АСТРА,1580575,1012011,693326,411675,17811,"Микола 
Лагун",4,ukraine,NA,102,2,242
282,АСТРА,1574362,1072009,467029,191346,1180,"Микола 
Лагун",3,ukraine,NA,102,2,242
283,АСТРА,1817278,1012013,1078545,618830,49493,"Микола 
Лагун",4,ukraine,NA,102,2,242
284,АСТРА,1850575,1072013,991460,661438,31358,"Микола 
Лагун",4,ukraine,NA,102,2,242
285,АСТРА,1602768,1012009,391156,76908,1348,"Микола 
Лагун",3,ukraine,NA,102,2,242
286,АСТРА,1727402,1012012,1114558,445127,22845,"Микола 
Лагун",4,ukraine,NA,102,2,242
287,БАЗИС,1203679,1012009,956491,870855,11399,ліквідовано,4,liquidated,insolvent,119,2,230
288,БАЗИС,1123946,1012012,822120,709767,-55919,ліквідовано,4,liquidated,insolvent,119,2,230
289,БАЗИС,1262161,1072011,918399,850223,-21579,ліквідовано,4,liquidated,insolvent,119,2,230
290,БАЗИС,531113,1072012,316079,558785,-324088,ліквідовано,4,liquidated,insolvent,119,2,230
291,БАЗИС,1317763,1012011,981584,828345,208,ліквідовано,4,liquidated,insolvent,119,2,230
292,БАЗИС,1204431,1012010,942577,897485,401,ліквідовано,4,liquidated,insolvent,119,2,230
293,БАЗИС,1185447,1072010,998196,839699,7,ліквідовано,4,liquidated,insolvent,119,2,230
294,БАЗИС,1158846,1072009,929025,855463,912,ліквідовано,4,liquidated,insolvent,119,2,230
295,БГ,1263454,1072010,854651,608352,678,NA,4,NA,NA,108,2,154
296,БГ,1487031,1012011,927747,887040,362,NA,4,NA,NA,108,2,154
297,БГ,1354045,1012009,912299,588260,13463,NA,4,NA,NA,108,2,154
298,БГ,1193585,1012010,817340,655791,-20027,NA,4,NA,NA,108,2,154
299,БГ,1128837,1072009,874107,528616,-19807,NA,4,NA,NA,108,2,154
300,"БІГ
 
ЕНЕРГІЯ",1176378,1072009,1018766,809423,-41806,ліквідовано,4,liquidated,insolvent,113,5,219
301,"БІГ
 
ЕНЕРГІЯ",931490,1012010,991990,676392,-226878,ліквідовано,4,liquidated,insolvent,113,5,219
302,"БІГ
 
ЕНЕРГІЯ",1521835,1012009,1044497,947532,3870,ліквідовано,4,liquidated,insolvent,113,5,219
303,"БІЗНЕС
 СТАНДАРТ",1859942,1012011,851113,1337490,1039,NA,4,NA,NA,116,2,80
304,"БІЗНЕС 
СТАНДАРТ",930887,1012010,755764,620571,560,NA,4,NA,NA,116,2,80
305,"БІЗНЕС 
СТАНДАРТ",1343642,1072010,790152,895422,350,NA,4,NA,NA,116,2,80
306,"БІЗНЕС 
СТАНДАРТ",937517,1012009,701797,658874,4010,NA,4,NA,NA,116,2,80
307,"БІЗНЕС 
СТАНДАРТ",874962,1072009,710961,542228,291,NA,4,NA,NA,116,2,80
308,БМ,2736972,1012011,2251792,1317855,-14995,"ВТБ (Росія) (у 
процесі переходу до Вадима Новинського)",3,russia,NA,66,2,158
309,БМ,3367605,1012012,2772709,2065930,-36351,"ВТБ (Росія) (у 
процесі переходу до Вадима Новинського)",3,russia,NA,66,2,158
310,БМ,3419043,1072014,2429119,1572110,299600,"ВТБ (Росія) (у 
процесі переходу до Вадима Новинського)",4,russia,NA,66,2,158
311,БМ,3022836,1072009,2241108,1249254,-5444,"ВТБ (Росія) (у процесі
 переходу до Вадима Новинського)",3,russia,NA,66,2,158
312,БМ,2925776,1012010,2342629,1127456,-112749,"ВТБ (Росія) (у 
процесі переходу до Вадима Новинського)",3,russia,NA,66,2,158
313,БМ,2676782.93,1012014,2082752.18,1671586,-173897,"ВТБ (Росія) (у
 процесі переходу до Вадима Новинського)",4,russia,NA,66,2,158
314,БМ,2882117,1072010,2424715,1341905,-18008,"ВТБ (Росія) (у 
процесі переходу до Вадима Новинського)",3,russia,NA,66,2,158
315,БМ,3123909,1012009,2364522,1446213,10102,"ВТБ (Росія) (у процесі
 переходу до Вадима Новинського)",3,russia,NA,66,2,158
316,БМ,2960726,1072011,2325092,1353247,100,"ВТБ (Росія) (у процесі 
переходу до Вадима Новинського)",3,russia,NA,66,2,158
317,БМ,2526585,1012013,1880500,1472747,-206244,"ВТБ (Росія) (у 
процесі переходу до Вадима Новинського)",4,russia,NA,66,2,158
318,БМ,2618287,1072013,1848260,1401324,-42694,"ВТБ (Росія) (у 
процесі переходу до Вадима Новинського)",4,russia,NA,66,2,158
319,БМ,2929783,1072012,2155604,1558276,-117162,"ВТБ (Росія) (у 
процесі переходу до Вадима Новинського)",3,russia,NA,66,2,158
320,БОГУСЛАВ,557123,1072009,480246,287877,2711,"Володимир Романенко,
 Наталія Вакуленко",4,ukraine,NA,173,2,162
321,БОГУСЛАВ,506451,1072014,330638,255169,2988,"Володимир Романенко,
 Наталія Вакуленко",4,ukraine,NA,173,2,162
322,БОГУСЛАВ,497060,1012010,418882,261203,9745,"Володимир Романенко,
 Наталія Вакуленко",4,ukraine,NA,173,2,162
323,БОГУСЛАВ,615048,1012012,479246,330397,963,"Володимир Романенко, 
Наталія Вакуленко",4,ukraine,NA,173,2,162
